Timestamp,Team Name,Deck 1 Pilot IGN + Deck Name,Deck 1 List,Deck 2 Pilot IGN + Deck Name,Deck 2 List,Deck 3 Pilot IGN + Deck Name,Deck 3 List
10/30/2019 10:57:56,Glasgow Caleonian Chargers,Dumfries13#39695,"Deck
1 Opt (XLN) 65
10 Island (ELD) 257
1 Opt (ELD) 59
4 Spectral Sailor (M20) 76
4 Brineborn Cutthroat (M20) 50
4 Faerie Vandal (ELD) 45
4 Frilled Mystic (RNA) 174
10 Forest (ELD) 269
4 Nightpack Ambusher (M20) 185
2 Essence Capture (RNA) 37
2 Negate (RIX) 44
3 Sinister Sabotage (GRN) 54
3 Brazen Borrower (ELD) 39
1 Breeding Pool (RNA) 246
3 Growth Spiral (RNA) 178
2 Simic Guildgate (RNA) 258
1 Once Upon a Time (ELD) 169
1 Evolving Wilds (M20) 246

Sideboard
2 Veil of Summer (M20) 198
2 Shifting Ceratops (M20) 194
3 Unsummon (M20) 78
2 Negate (RIX) 44
1 Sinister Sabotage (GRN) 54
2 Incubation // Incongruity (RNA) 226
3 Mystical Dispute (ELD) 58
",RF.Backspace#67746,"Deck:
4 cauldron familiar
2 Duress
2 Gutterbones
2 knight of the ebon legion
4 witch's oven
4 lazotep reaver
1 legion's end
3 priest of forgotten gods
2 ayara, first of locthwain
4 murderous rider
3Midnight Reaper
3 revenge of ravens
1 god-eternal bontu
2 liliana,dreadhorde general
4 castle locthwain
19 swamp

-----------------------------------------

Sideboard:
2 duress
2 epic downfall
1 Spark Harvest
1 legion's end
2 noxious grasp
4 drill bit
1 Ashik, Dream Render
1 Revenge of Ravens
1 Cavalier of Night
",Jensen#47335,"Deck
1 Chandra's Regulator (M20) 131
25 Mountain (ELD) 265
1 Drakuseth, Maw of Flames (M20) 136
1 Chandra, Flame's Fury (M20) 294
1 Shivan Dragon (M20) 335
4 Chandra's Spitfire (M20) 132
3 Ember Hauler (M20) 137
4 Pack Mastiff (M20) 152
3 Scorch Spitter (M20) 159
3 Pyroclastic Elemental (M20) 296
3 Wildfire Elemental (M20) 297
3 Chandra's Outrage (M20) 130
2 Infuriate (M20) 145
4 Shock (M20) 160
2 Chandra's Flame Wave (M20) 295

Sideboard
3 Chandra's Embercat (M20) 129
2 Chandra's Pyrohelix (WAR) 120
1 Chandra's Triumph (WAR) 121
2 Chandra, Novice Pyromancer (M20) 128
2 Chandra, Acolyte of Flame (M20) 126
1 Chandra's Regulator (M20) 131
2 Chandra, Fire Artisan (WAR) 119
1 Leyline of Combustion (M20) 148
1 Chandra, Awakened Inferno (M20) 127
"
10/30/2019 11:35:38,https://www.youtube.com/watch?v=CN_DjYDHEVU,Cheesus29#20811,"
4 Brazen Borrower (ELD) 39
6 Forest (ELD) 269
4 Sinister Sabotage (GRN) 54
2 Wildborn Preserver (ELD) 182
4 Spectral Sailor (M20) 76
4 Breeding Pool (RNA) 246
4 Brineborn Cutthroat (M20) 50
3 Temple of Mystery (M20) 255
4 Nightpack Ambusher (M20) 185
3 Essence Capture (RNA) 37
1 Unsummon (M20) 78
1 Negate (M20) 69
9 Island (ELD) 254
2 Once Upon a Time (ELD) 169
4 Frilled Mystic (RNA) 174
3 Quench (RNA) 48
2 Opt (ELD) 59

2 Mystical Dispute (ELD) 58
2 Shifting Ceratops (M20) 194
4 Cerulean Drake (M20) 53
3 Aether Gust (M20) 42
3 Veil of Summer (M20) 198
1 Negate (M20) 69",Stittler#14647,"
4 Fervent Champion (ELD) 124
3 Legion Warboss (GRN) 109
4 Runaway Steam-Kin (GRN) 115
4 Scorch Spitter (M20) 159
4 Torbran, Thane of Red Fell (ELD) 147
4 Rimrock Knight (ELD) 137
4 Shock (M20) 160
3 Slaying Fire (ELD) 143
2 Light Up the Stage (RNA) 107
3 Skewer the Critics (RNA) 115
3 Chandra, Acolyte of Flame (M20) 126
3 Castle Embereth (ELD) 239
19 Mountain (GRN) 263

1 Chandra's Pyrohelix (WAR) 120
1 Bonecrusher Giant (ELD) 115
1 Experimental Frenzy (GRN) 99
4 Lava Coil (GRN) 108
4 Redcap Melee (ELD) 135
4 Tibalt, Rakish Instigator (WAR) 146",Entropy#23181,"
3 Nicol Bolas, Dragon-God (WAR) 207
4 Blood Crypt (RNA) 245
4 Thought Erasure (GRN) 206
4 Watery Grave (GRN) 259
4 Steam Vents (GRN) 257
4 Narset, Parter of Veils (WAR) 61
3 Ritual of Soot (GRN) 84
2 Liliana, Dreadhorde General (WAR) 97
2 Chandra, Awakened Inferno (M20) 127
4 Fires of Invention (ELD) 125
1 The Elderspell (WAR) 89
2 Temple of Epiphany (M20) 253
2 Castle Vantress (ELD) 242
2 Dismal Backwater (M20) 245
1 Island (M20) 266
1 Mountain (M20) 276
4 Swamp (M20) 270
2 Fabled Passage (ELD) 244
3 Drawn from Dreams (M20) 56
3 Murderous Rider (ELD) 97
1 Tyrant's Scorn (WAR) 225
2 Fae of Wishes (ELD) 44
2 Enter the God-Eternals (WAR) 196

1 Unmoored Ego (GRN) 212
2 Legion's End (M20) 106
3 Duress (M20) 97
1 Tamiyo, Collector of Tales (WAR) 220
3 Noxious Grasp (M20) 110
1 Kaya's Wrath (RNA) 187
1 Command the Dreadhorde (WAR) 82
1 Planewide Celebration (WAR) 172
1 Casualties of War (WAR) 187
1 Time Wipe (WAR) 223
"
10/30/2019 11:38:47,FieldsBadMan,Cardinal#52203 Golos Fields I,"4 Chandra's Spitfire (M20) 132
4 Fervent Champion (ELD) 124
4 Scorch Spitter (M20) 159
4 Tin Street Dodger (RNA) 120
4 Torbran, Thane of Red Fell (ELD) 147
4 Chandra, Acolyte of Flame (M20) 126
17 Mountain (XLN) 273
4 Castle Embereth (ELD) 239
4 Cavalcade of Calamity (RNA) 95
4 Shock (M20) 160
4 Light Up the Stage (RNA) 107
3 Gingerbrute (ELD) 219

Sideboard
3 Lava Coil (GRN) 108
2 Fry (M20) 140
1 Legion Warboss (GRN) 109
2 Cosmotronic Wave (GRN) 95
4 Embereth Shieldbreaker (ELD) 122
2 Tibalt, Rakish Instigator (WAR) 146
1 Experimental Frenzy (GRN) 99",ThunderShock68#74203 Golos Fields II,"
3 Brazen Borrower (ELD) 39
4 Brineborn Cutthroat (M20) 50
4 Frilled Mystic (RNA) 174
4 Nightpack Ambusher (M20) 185
4 Spectral Sailor (M20) 76
2 Wildborn Preserver (ELD) 182
2 Oko, Thief of Crowns (ELD) 197
6 Forest (XLN) 278
9 Island (XLN) 265
4 Breeding Pool (RNA) 246
4 Temple of Mystery (M20) 255
2 Mystical Dispute (ELD) 58
1 Negate (RIX) 44
3 Opt (XLN) 65
3 Quench (RNA) 48
4 Sinister Sabotage (GRN) 54
1 Unsummon (M20) 78

Sideboard
2 Mystical Dispute (ELD) 58
2 Shifting Ceratops (M20) 194
3 Aether Gust (M20) 42
3 Negate (RIX) 44
3 Veil of Summer (M20) 198
2 Disdainful Stroke (GRN) 37",Jlobblet#96974 Golos Fields III,"4 Edgewall Innkeeper (ELD) 151
4 Faerie Guidemother (ELD) 11
4 Giant Killer (ELD) 14
4 Lovestruck Beast (ELD) 165
2 Shepherd of the Flock (ELD) 28
4 Venerated Loxodon (GRN) 30
4 Flower // Flourish (GRN) 226
4 March of the Multitudes (GRN) 188
4 Once Upon a Time (ELD) 169
2 Conclave Tribunal (GRN) 6
8 Forest (RIX) 196
8 Plains (XLN) 261
4 Temple Garden (GRN) 258
4 Questing Beast (ELD) 171

Sideboard
3 Devout Decree (M20) 13
1 Trostani Discordant (GRN) 208
2 Glass Casket (ELD) 15
2 Realm-Cloaked Giant (ELD) 26
3 Gideon Blackblade (WAR) 13
2 Unbreakable Formation (RNA) 29
2 Knight of Autumn (GRN) 183"
10/30/2019 13:38:51,Avacyn,Velodramatic#38949 Esper Stax,"Deck
4 Golden Egg (ELD) 220
4 Guild Globe (WAR) 239
3 Doom Foretold (ELD) 187
2 Island (ANA) 57
4 Kaya's Wrath (RNA) 187
4 Hallowed Fountain (RNA) 251
3 Thought Erasure (GRN) 206
2 Plains (ANA) 56
3 Dance of the Manse (ELD) 186
4 Godless Shrine (RNA) 248
1 Temple of Silence (M20) 256
4 Watery Grave (GRN) 259
2 Fabled Passage (ELD) 244
2 Swamp (ANA) 58
2 Castle Vantress (ELD) 242
3 Murderous Rider (ELD) 97
4 Teferi, Time Raveler (WAR) 221
4 Oath of Kaya (WAR) 209
1 Realm-Cloaked Giant (ELD) 26
2 Alela, Artful Provocateur (ELD) 324
2 Fae of Wishes (ELD) 44

Sideboard
2 Ashiok, Dream Render (WAR) 228
1 Planar Cleansing (M20) 33
1 The Elderspell (WAR) 89
1 Assassin's Trophy (GRN) 152
1 Dance of the Manse (ELD) 186
1 Dovin's Veto (WAR) 193
1 Time Wipe (WAR) 223
1 Doom Foretold (ELD) 187
2 Unmoored Ego (GRN) 212
1 Ugin, the Ineffable (WAR) 2
1 Ethereal Absolution (RNA) 170
1 Liliana, Dreadhorde General (WAR) 97
1 Bolas's Citadel (WAR) 79",FlamingSquid#12110 Temur Elementals,"Deck
4 Omnath, Locus of the Roil (M20) 216
1 Temple of Mystery (M20) 255
2 Breeding Pool (RNA) 246
2 Steam Vents (GRN) 257
4 Creeping Trailblazer (M20) 207
4 Risen Reef (M20) 217
4 Growth Spiral (RNA) 178
4 Healer of the Glade (M20) 176
4 Leafkin Druid (M20) 178
2 Bloom Hulk (WAR) 154
3 Nissa, Who Shakes the World (WAR) 169
1 Temple of Epiphany (M20) 253
5 Mountain (ELD) 265
2 The Great Henge (ELD) 161
4 Island (ANA) 57
2 Stomping Ground (RNA) 259
1 Chandra, Awakened Inferno (M20) 127
6 Forest (ANA) 60
2 Yarok's Wavecrasher (M20) 81
1 Cavalier of Flame (M20) 125
1 Cavalier of Thorns (M20) 167
1 Living Twister (WAR) 203

Sideboard
2 Negate (M20) 69
3 Disdainful Stroke (GRN) 37
2 Sinister Sabotage (GRN) 54
1 Fry (M20) 140
2 Aether Gust (M20) 42
2 Pulse of Murasa (M20) 189
3 Overgrowth Elemental (M20) 187",蓮子ガラシャ#16783 RDW,"Deck
4 Scorch Spitter (M20) 159
22 Mountain (ANA) 64
3 Cavalcade of Calamity (RNA) 95
1 Chandra's Regulator (M20) 131
4 Heartfire (WAR) 131
2 Chandra, Acolyte of Flame (M20) 126
4 Skewer the Critics (RNA) 115
3 Light Up the Stage (RNA) 107
3 Scampering Scorcher (M20) 158
2 Legion Warboss (GRN) 109
4 Shock (M19) 156
3 Chandra's Spitfire (M20) 132
3 Tibalt, Rakish Instigator (WAR) 146
2 Torbran, Thane of Red Fell (ELD) 147
2 Krenko, Tin Street Kingpin (WAR) 137
2 Thunderkin Awakener (M20) 162

Sideboard
2 Chandra, Fire Artisan (WAR) 119
2 Runaway Steam-Kin (GRN) 115
3 Chandra's Triumph (WAR) 121
3 Slaying Fire (ELD) 143
2 Chandra, Acolyte of Flame (M20) 126
1 Chandra's Regulator (M20) 131
2 Risk Factor (GRN) 113"
10/30/2019 13:48:05,DMU Trackers,Tr3vology#95414 Sultai Food,"Deck
4 Gilded Goose (ELD) 160
4 Hydroid Krasis (RNA) 183
4 Paradise Druid (WAR) 171
1 Liliana, Dreadhorde General (WAR) 97
4 Wicked Wolf (ELD) 181
1 Garruk, Cursed Huntsman (ELD) 191
4 Nissa, Who Shakes the World (WAR) 169
4 Oko, Thief of Crowns (ELD) 197
2 Vraska, Golgari Queen (GRN) 213
6 Forest (ELD) 266
1 Island (ELD) 254
2 Swamp (ELD) 258
4 Breeding Pool (RNA) 246
3 Fabled Passage (ELD) 244
4 Overgrown Tomb (GRN) 253
4 Watery Grave (GRN) 259
1 Legion's End (M20) 106
4 Once Upon a Time (ELD) 169
1 Massacre Girl (WAR) 99
1 Noxious Grasp (M20) 110
1 Murderous Rider (ELD) 97

Sideboard
4 Lovestruck Beast (ELD) 165
1 Disdainful Stroke (GRN) 37
1 Negate (RIX) 44
2 Veil of Summer (M20) 198
1 Massacre Girl (WAR) 99
2 Aether Gust (M20) 42
1 Liliana, Dreadhorde General (WAR) 97
2 Duress (XLN) 105
1 Legion's End (M20) 106",SmashPotato#45150 Jeskai Fires,"Deck
4 Fae of Wishes (ELD) 44
3 Realm-Cloaked Giant (ELD) 26
4 Narset, Parter of Veils (WAR) 61
3 Sarkhan the Masterless (WAR) 143
4 Teferi, Time Raveler (WAR) 221
1 Ugin, the Ineffable (WAR) 2
3 Island (XLN) 265
2 Mountain (XLN) 273
1 Plains (XLN) 261
2 Swiftwater Cliffs (M20) 252
4 Hallowed Fountain (RNA) 251
4 Interplanar Beacon (WAR) 247
3 Sacred Foundry (GRN) 254
4 Steam Vents (GRN) 257
1 Temple of Epiphany (M20) 253
1 Temple of Triumph (M20) 257
4 Fires of Invention (ELD) 125
2 Prison Realm (WAR) 26
3 Deafening Clarion (GRN) 165
2 Drawn from Dreams (M20) 56
3 Shimmer of Possibility (RNA) 51
1 Wind-Scarred Crag (M20) 260
1 Castle Vantress (ELD) 242

Sideboard
1 Outlaws' Merriment (ELD) 198
1 Mass Manipulation (RNA) 42
1 Chandra, Awakened Inferno (M20) 127
1 Nicol Bolas, Dragon-God (WAR) 207
1 Realm-Cloaked Giant (ELD) 26
2 Tamiyo, Collector of Tales (WAR) 220
2 Casualties of War (WAR) 187
1 Command the Dreadhorde (WAR) 82
1 Enter the God-Eternals (WAR) 196
1 Planewide Celebration (WAR) 172
1 The Elderspell (WAR) 89
2 Time Wipe (WAR) 223",VoidKingdom#96629 Calamity Red,"Deck
3 Tibalt, Rakish Instigator (WAR) 146
4 Scorch Spitter (M20) 159
4 Runaway Steam-Kin (GRN) 115
2 Grim Initiate (WAR) 130
2 Bonecrusher Giant (ELD) 115
4 Tin Street Dodger (RNA) 120
4 Torbran, Thane of Red Fell (ELD) 147
4 Rimrock Knight (ELD) 137
4 Light Up the Stage (RNA) 107
4 Cavalcade of Calamity (RNA) 95
19 Mountain (XLN) 273
2 Castle Embereth (ELD) 239
2 Legion Warboss (GRN) 109
2 Fervent Champion (ELD) 124

Sideboard
4 Lava Coil (GRN) 108
4 Shock (M19) 156
2 Embereth Shieldbreaker (ELD) 122
2 Act of Treason (M19) 127
3 Experimental Frenzy (GRN) 99"
10/30/2019 13:58:27,Greenwich Royals,Ouroboros46#34848 + Ouroboros46#34848,"Deck
5 Island (GRN) 261
5 Island (ELD) 257
5 Swamp (RNA) 262
5 Swamp (M20) 269
2 Spectral Sailor (M20) 76
1 Faerie Vandal (ELD) 45
2 Cloudkin Seer (M20) 54
2 Dungeon Geists (M20) 57
1 Riddlemaster Sphinx (M20) 317
2 Windstorm Drake (RNA) 60
3 Dismal Backwater (M20) 245
2 Bloodthirsty Aerialist (M20) 91
1 Embodiment of Agonies (M20) 98
1 Savage Gorger (M20) 291
2 Gravewaker (M20) 323
2 Child of Night (GRN) 65
1 Mass Manipulation (RNA) 42
1 Dark Remedy (M20) 321
2 Murder (M20) 109
2 Sorin's Thirst (M20) 325
1 Swamp (M20) 272
3 Dimir Guildgate (GRN) 245
1 Orzhov Enforcer (RNA) 79
1 Verity Circle (RNA) 58
2 Disfigure (M20) 95
2 Negate (M20) 69
1 Winged Words (M20) 80
1 Watery Grave (GRN) 259
1 Swamp (ELD) 261
",Modarr#43299 + Modarr#43299,"2 Chandra, Acolyte of Flame (M20) 126
7 Swamp (ELD) 261
2 Cavalier of Night (M20) 94
8 Mountain (ELD) 265
3 Gutterbones (RNA) 76
4 Cauldron Familiar (ELD) 81
4 Witch's Oven (ELD) 237
2 Noxious Grasp (M20) 110
3 Angrath's Rampage (WAR) 185
4 Claim the Firstborn (ELD) 118
4 Priest of Forgotten Gods (RNA) 83
4 Midnight Reaper (GRN) 77
4 Mayhem Devil (WAR) 204
3 Castle Locthwain (ELD) 241
2 Blood Crypt (RNA) 245
4 Fabled Passage (ELD) 244

Sideboard
2 Embereth Shieldbreaker (ELD) 122
1 Dreadhorde Butcher (WAR) 194
1 Captive Audience (RNA) 160
2 Noxious Grasp (M20) 110
2 Mask of Immolation (M20) 151
2 Duress (M19) 94
2 Duress (M20) 97
1 Embercleave (ELD) 120
1 Bedevil (RNA) 157
1 Theater of Horrors (RNA) 213",AdamKZ#78141 +AdamKZ#78141 ,"1 Ral, Caller of Storms (GRN) 265
1 Erratic Cyclops (GRN) 98
1 Omnispell Adept (GRN) 49
2 Ral's Dispersal (GRN) 266
1 Leapfrog (GRN) 42
1 Muse Drake (GRN) 46
1 Vedalken Mesmerist (GRN) 57
3 Fearless Halberdier (GRN) 100
2 Fire Urchin (GRN) 101
2 Hellkite Whelp (GRN) 106
1 Rubblebelt Boar (GRN) 114
2 Goblin Electromancer (GRN) 174
3 Ral's Staticaster (GRN) 268
2 Wee Dragonauts (GRN) 214
2 Izzet Guildgate (GRN) 251
2 Izzet Guildgate (GRN) 252
1 Chemister's Insight (GRN) 32
1 Maximize Altitude (GRN) 43
2 Command the Storm (GRN) 94
1 Direct Current (GRN) 96
4 Precision Bolt (GRN) 267
1 Sonic Assault (GRN) 199
1 Passwall Adept (GRN) 50
12 Mountain (GRN) 263
10 Island (GRN) 261"
10/30/2019 14:45:59,West London Wyverns,Hunter12th#12589 + Gruul Aggro,"2 Scorch Spitter (M20) 159
4 Chandra's Pyrohelix (WAR) 120
4 Rugged Highlands (M20) 250
4 Gruul Guildgate (RNA) 249
1 Domri, Anarch of Bolas (WAR) 191
1 Rampart Smasher (ELD) 213
1 Rubblebelt Runner (RNA) 202
2 Gravel-Hide Goblin (RNA) 105
1 Chandra, Fire Artisan (WAR) 119
4 Greenwood Sentinel (M20) 174
1 Prey Upon (GRN) 143
1 Rosethorn Halberd (ELD) 175
1 Thundering Ceratok (WAR) 179
4 Fervent Champion (ELD) 124
1 Embereth Paladin (ELD) 121
1 Ogre Errant (ELD) 132
1 Searing Barrage (ELD) 140
1 Inescapable Blaze (GRN) 107
10 Mountain (M20) 276
10 Forest (GRN) 264
1 Maximize Velocity (GRN) 111
2 Silverback Shaman (M20) 195
2 Oakenform (M20) 341

2 Rabid Bite (M20) 190
1 Return to Nature (WAR) 175
1 Mammoth Spider (RNA) 132
2 Giant Growth (WAR) 162
1 Sporecap Spider (ELD) 176
1 Deface (RNA) 98
1 Torch Courier (GRN) 119
1 Samut's Sprint (WAR) 142
3 Goblin Gathering (RNA) 104
1 Redcap Raiders (ELD) 136
1 Escape to the Wilds (ELD) 189",AntiAnecdote#91883 + Golgari Funtimes,"1 Knight of the Ebon Legion (M20) 105
1 Gravewaker (M20) 323
2 Vampire of the Dire Moon (M20) 120
2 Child of Night (GRN) 65
1 Savage Gorger (M20) 291
2 Vindictive Vampire (RNA) 90
3 Bloodthirsty Aerialist (M20) 91
1 Bone Splinters (M20) 92
2 Murder (M20) 109
12 Swamp (M20) 269
2 Thirsting Bloodlord (M20) 293
1 Gruesome Menagerie (GRN) 71
1 Bolas's Citadel (WAR) 79
4 Jungle Hollow (M20) 248
1 Savvy Hunter (ELD) 200
1 Duress (M20) 97
1 Reave Soul (ELD) 103
1 Reaper of Night (ELD) 102
1 Witch's Cottage (ELD) 249
1 Giant's Skewer (ELD) 91
1 Gingerbread Cabin (ELD) 245
1 Giant Opportunity (ELD) 159
3 Gift of Paradise (M20) 173
1 Rosethorn Acolyte (ELD) 174
1 Fierce Witchstalker (ELD) 154
1 Tall as a Beanstalk (ELD) 178
1 Questing Beast (ELD) 171
1 Aggressive Mammoth (M20) 337
1 Gargos, Vicious Watcher (M20) 172
2 Tuinvale Treefolk (ELD) 180
2 Wakeroot Elemental (M20) 202
4 Golgari Guildgate (GRN) 248",UrsaGaming13#67356 + Irencrag Alliance,"Deck
1 Steam Vents (GRN) 257
1 Izzet Guildgate (GRN) 252
2 Temple of Epiphany (M20) 253
1 Mystic Sanctuary (ELD) 247
3 Goblin Electromancer (GRN) 174
10 Mountain (ELD) 265
8 Island (ELD) 257
4 Crackling Drake (GRN) 163
1 Niv-Mizzet, Parun (GRN) 192
3 Opt (XLN) 65
4 Improbable Alliance (ELD) 193
2 The Royal Scions (ELD) 199
3 Radical Idea (GRN) 52
2 Shock (M19) 156
4 Irencrag Pyromancer (ELD) 128
4 Thrill of Possibility (ELD) 146
4 Lava Coil (GRN) 108
1 Brazen Borrower (ELD) 39
1 Chemister's Insight (GRN) 32
1 Opt (DAR) 60

Sideboard
2 Chemister's Insight (GRN) 32
1 Agent of Treachery (M20) 43
1 Mass Manipulation (RNA) 42
1 Fry (M20) 140
3 Scorching Dragonfire (ELD) 139
3 Mad Ratter (ELD) 130
1 Irencrag Feat (ELD) 127
2 Loch Dragon (ELD) 211
1 Ral, Caller of Storms (GRN) 265
"
10/30/2019 14:54:04,Durham Defender,Nathjay58#88472 + Deck 1,"Deck
2 Rhythm of the Wild (RNA) 201
1 Mountain (ELD) 265
1 Forest (ELD) 269
1 Gruul Spellbreaker (RNA) 179
2 Zhur-Taa Goblin (RNA) 215
1 Rubblebelt Rioters (WAR) 215
1 Ravager Wurm (RNA) 200
1 Clamor Shaman (RNA) 96
1 Embercleave (ELD) 120
2 Lava Coil (GRN) 108
1 Kiora, Behemoth Beckoner (WAR) 232
2 Bonecrusher Giant (ELD) 115
1 Pelt Collector (GRN) 141
1 Shifting Ceratops (M20) 194
2 Once Upon a Time (ELD) 169
1 Voracious Hydra (M20) 200
1 Cindervines (RNA) 161
1 Yorvo, Lord of Garenbrig (ELD) 185
3 Stomping Ground (RNA) 259
4 Rugged Highlands (M20) 250
1 Gruul Locket (RNA) 234
1 Nikya of the Old Ways (RNA) 193
2 Grumgully, the Generous (ELD) 192
1 Domri, City Smasher (RNA) 269
1 Domri's Ambush (WAR) 192
1 Sunder Shaman (RNA) 210
1 Savage Smash (RNA) 203
1 Rampart Smasher (ELD) 213
1 Tall as a Beanstalk (ELD) 178
1 Heraldic Banner (ELD) 222
1 Nullhide Ferox (GRN) 138
1 Clan Guildmage (RNA) 162
1 Kraul Harpooner (GRN) 136
1 Once and Future (ELD) 168
1 Mountain (ELD) 264
1 Mountain (ELD) 263
1 Mountain (ELD) 262
1 Mountain (M20) 276
1 Mountain (M20) 275
1 Mountain (M20) 274
1 Mountain (M20) 273
1 Forest (ELD) 268
1 Forest (ELD) 267
1 Forest (ELD) 266
1 Forest (M20) 280
1 Forest (M20) 279
1 Forest (M20) 278
1 Forest (M20) 277
1 Forest (WAR) 264

Sideboard
2 Fry (M20) 140
1 Unchained Berserker (M20) 164
1 Kraul Harpooner (GRN) 136
2 Rubble Slinger (RNA) 217
1 Gargos, Vicious Watcher (M20) 172
2 Collision // Colossus (RNA) 223
1 Thrash // Threat (RNA) 229
1 Zhur-Taa Goblin (RNA) 215
1 Rampart Smasher (ELD) 213
1 Sunder Shaman (RNA) 210
1 Escape to the Wilds (ELD) 189
1 Sphinx of the Guildpact (RNA) 241",Armless_Jeeves#46876 + Deck 2,"2 Knight of the Last Breath (RNA) 188
5 Swamp (ANA) 58
6 Plains (ANA) 56
1 Seraph of the Scales (RNA) 205
2 Imperious Oligarch (RNA) 184
2 Ministrant of Obligation (RNA) 16
2 Syndicate Messenger (RNA) 25
2 Knight of Sorrows (RNA) 14
2 Orzhov Enforcer (RNA) 79
1 Debtors' Transport (RNA) 72
2 Orzhov Racketeers (RNA) 80
1 Tithe Taker (RNA) 27
2 Cruel Celebrant (WAR) 188
2 Corpse Knight (M20) 206
1 Temple of Silence (M20) 256
2 Scoured Barrens (M20) 251
1 Godless Shrine (RNA) 248
1 Final Payment (RNA) 171
1 Kaya's Wrath (RNA) 187
2 Teysa Karlov (RNA) 212
2 Ethereal Absolution (RNA) 170
1 Revival // Revenge (RNA) 228
2 Mortify (RNA) 192
2 Revenge of Ravens (ELD) 104
2 Pacifism (M20) 32
1 Blightbeetle (M20) 87
2 Witch's Cottage (ELD) 249
1 Castle Ardenvale (ELD) 238
2 Idyllic Grange (ELD) 246
2 Castle Locthwain (ELD) 241
1 Sorin, Vengeful Bloodlord (WAR) 217
2 Orzhov Locket (RNA) 236

1 Righteousness (ELD) 27
2 Fortifying Provisions (ELD) 13
2 Silverflame Ritual (ELD) 30
1 Sorin, Vengeful Bloodlord (WAR) 217
1 Sorin's Guide (M20) 292
2 Ill-Gotten Inheritance (RNA) 77
1 Sorin, Vampire Lord (M20) 290
2 Blightbeetle (M20) 87
2 Consecrate // Consume (RNA) 224",Oslsbl#51910 + Deck 3,"1 Dreadhorde Butcher (WAR) 194
1 Drakuseth, Maw of Flames (M20) 136
2 Chandra's Spitfire (M20) 132
4 Pack Mastiff (M20) 152
3 Shock (M20) 160
3 Chandra's Outrage (M20) 130
4 Spellgorger Weird (WAR) 145
3 Chandra's Pyrohelix (WAR) 120
2 Inescapable Blaze (GRN) 107
13 Mountain (M20) 273
2 Goblin Cratermaker (GRN) 103
1 Blood Crypt (RNA) 245
1 Dreadhorde Arcanist (WAR) 125
1 Rakdos Firewheeler (RNA) 197
4 Bloodfell Caves (M20) 242
1 Torbran, Thane of Red Fell (ELD) 147
1 Judith, the Scourge Diva (RNA) 185
1 Hackrobat (RNA) 181
6 Swamp (GRN) 262
1 Carnival // Carnage (RNA) 222
1 Footlight Fiend (RNA) 216
1 Scorch Spitter (M20) 159
1 Bolas's Citadel (WAR) 79
2 Light Up the Stage (RNA) 107

1 Drakuseth, Maw of Flames (M20) 136
1 Shivan Dragon (M20) 335
2 Murder (M20) 109
3 Skewer the Critics (RNA) 115
1 Rakdos Roustabout (RNA) 198
1 Infuriate (M20) 145
1 Claim the Firstborn (ELD) 118
1 Scorching Dragonfire (ELD) 139
1 Brimstone Trebuchet (ELD) 116
2 Goblin Gathering (RNA) 104
1 Theater of Horrors (RNA) 213"
